title,year,All Intl,Total Gross,USA,"Europe, Middle East, and Africa",Latin America,Asia Pacific,China
San Andreas,2015,318800000,473990832,155190832,56514472,75341866,66234512,103190000
Terminator Genisys,2015,350842581,440603537,89760956,66428860,42044652,106656958,113250000
Kingsman: The Secret Service,2015,286089822,414351546,128261724,75954711,11634939,109672972,74667000
Monster Hunt,2015,387020740,387053506,32766,1145462,no data,3385278,382490000
Home,2015,208644097,386041607,177397510,96102739,33334407,42085954,27700000
Mad Max: Fury Road,2015,221100000,374736354,153636354,93965770,22926396,84946961,no data
The Good Dinosaur,2015,209120551,332207671,123087120,95585074,52673846,53492390,no data
Taken 3,2015,237222717,326479141,89256424,91842607,22577005,51539172,32200000
The SpongeBob Movie: Sponge Out of Water,2015,162192000,325186032,162994032,70969055,40840563,24131888,8762372
Maze Runner: The Scorch Trials,2015,230598864,312296056,81697192,94808010,33624098,71432945,29575097
The Divergent Series: Insurgent,2015,166823455,297002527,130179072,69675289,34902231,36757869,18039876
Pitch Perfect 2,2015,102847849,287144079,184296230,56011964,1666103,39161540,no data
Mojin: The Lost Legend,2015,258124638,259368448,1243810,no data,no data,2377598,255747040
Lost in Hong Kong,2015,254981631,256283912,1302281,129556,no data,1262075,234431227
The Peanuts Movie,2015,116054702,246233113,130178411,52619107,27196219,19657622,5702428
Pixels,2015,166127224,244874809,78747585,51797280,50384296,39697306,15350000
Daddy's Home,2015,92429000,242786137,150357137,37594277,15477549,20781560,no data
Spy,2015,124840507,235666219,110825712,53736957,9073799,50420313,no data
Alvin and the Chipmunks: The Road Chip,2015,148911649,234798636,85886987,84363291,24584000,22184034,9582624
Goodbye Mr. Loser,2015,226829302,228122928,1293626,55717,no data,612389,226161196
Ted 2,2015,134387221,215863606,81476385,65769897,11790277,47768841,no data
Tomorrowland,2015,115599346,209035668,93436322,34385804,15480252,36196639,19240000
Everest,2015,159945314,203427584,43482270,82521615,19005161,41807668,15446746
Straight Outta Compton,2015,40437206,201634991,161197785,26988071,464746,10507567,no data
The Intern,2015,118800000,194564672,75764672,38791572,14261630,65002524,no data
Jupiter Ascending,2015,136500000,183887723,47387723,33964598,12280748,25522389,44620000
Creed,2015,63800000,173567581,109767581,42192527,6921720,7155387,no data
Fantastic Four,2015,111765333,167882881,56117548,34376157,32132533,22513748,no data
Bridge of Spies,2015,93164594,165478348,72313754,60664667,5695166,19840121,no data
Focus,2015,104900000,158762963,53862963,47583937,17872137,25509842,no data
Goosebumps,2015,78180573,158260952,80080379,27949619,23024422,21158295,no data
Ip Man 3,2015,154275501,156954938,2679437,774384,no data,29399919,124101198
The Hateful Eight,2015,101642701,155760117,54117416,75412532,4539475,16471798,no data
Gods of Egypt,2015,119527400,150680864,31153464,21951076,15925259,36692278,35598525
The Last Witch Hunter,2015,119569250,146936910,27367660,30780199,22318317,23905912,27404245
Trainwreck,2015,30583093,140795793,110212700,15415637,1250041,11627577,no data
Mr. Six,2015,137775895,139191345,1415450,30585,no data,477157,137268153
Point Break,2015,104936230,133718711,28782481,24239022,15054069,25019303,39403259
The Big Short,2015,63181000,133440870,70259870,33558082,4942307,17467779,no data
Pan,2015,93300000,128388320,35088320,35891452,23187433,24867707,3450000
Detective Chinatown,2015,125368683,125842935,474252,8425,no data,248026,125112232
Wolf Totem,2015,125626479,125837070,210591,14865872,30670,269937,110460000
Ride Along 2,2015,33383467,124605297,91221830,24470130,535652,3890368,no data
Dragon Blade,2015,122519781,122593849,74068,1828459,no data,3901322,116790000
Magic Mike XXL,2015,51800000,117813057,66013057,36380362,1819905,13383455,no data
Insidious: Chapter 3,2015,60765331,112983889,52218558,21248079,14066446,25018423,no data
Get Hard,2015,21300000,111711453,90411453,13706683,no data,5535913,no data
The 5th Wave,2015,74989585,109906372,34916787,24191593,22451232,20663400,no data
Paul Blart: Mall Cop 2,2015,36550035,107588225,71038190,15288969,15169879,3652566,no data
Vacation,2015,48344033,107228221,58884188,26931014,10759686,10653333,no data
The Man from U.N.C.L.E.,2015,61600000,107045109,45445109,28709183,5138981,25365200,no data
Shaun the Sheep Movie,2015,86833396,106209378,19375982,60797453,2858662,13027318,8713376
Sisters,2015,17966408,105011053,87044645,7791870,379837,9318352,no data
Chappie,2015,71242621,102811889,31569268,18336341,8573954,27932326,16400000
Joy,2015,44682827,101134059,56451232,27382350,3581930,10672113,no data
Black Mass,2015,37200000,99775678,62575678,20483095,2937901,8838796,no data
Spotlight,2015,53634478,98690254,45055776,35230183,5038971,13365324,no data
Devil and Angel,2015,98468884,98599942,131058,no data,no data,3687,98465197
The Visit,2015,33243957,98450062,65206105,20859765,3727358,4023049,no data
The Little Prince,2015,96232098,97571250,1339152,36093779,17513576,15440920,24037389
Assassination,2015,94215091,96119773,1904682,no data,no data,87485091,6730000
Poltergeist,2015,48012869,95437994,47425125,19391062,15485826,8522006,no data
Veteran,2015,93192393,94393020,1200627,no data,no data,93192393,no data
In the Heart of the Sea,2015,68900000,93920758,25020758,21435595,17987903,20251821,no data
Kill Zone 2,2015,93626360,93638358,11998,57995,no data,3298365,90270000
Southpaw,2015,39548874,91970827,52421953,27484469,1916684,6893435,1168081
The Second Best Exotic Marigold Hotel,2015,52900000,85978266,33078266,33902972,1382853,16382980,no data
Paper Towns,2015,53511996,85512300,32000304,25198783,14201893,7665821,no data
Sicario,2015,37983151,84872444,46889293,23040402,3241432,8286583,no data
Hitman: Agent 47,2015,59880206,82347656,22467450,26987266,8518695,17434698,no data
Go Away Mr. Tumor,2015,80320254,80606893,286639,no data,no data,200254,80120000
The Wedding Ringer,2015,15339669,79799880,64460211,9950529,712001,3611803,no data
Paranormal Activity: The Ghost Dimension,2015,60603000,78903124,18300124,26241498,19690816,7636102,no data
Bajrangi Bhaijaan,2015,67369183,75547184,8178001,3705651,no data,63663532,no data
War Room,2015,5477757,73267874,67790117,316384,3779614,1381759,no data
The Transporter Refueled,2015,56600000,72629670,16029670,15745486,3755549,14771190,18344558
Run All Night,2015,45100000,71561644,26461644,19294139,7415316,10443263,no data
13 Hours,2015,16558151,69411370,52853219,3701536,913576,6662269,no data
Running Man,2015,68471497,68782475,310978,no data,no data,21497,68450000
The Age of Adaline,2015,23033500,65663276,42629776,13582328,4079428,5371744,no data
Zhongkui: Snow Girl and the Dark Crystal,2015,64160519,64325947,165428,no data,no data,540519,63620000
The Danish Girl,2015,53077505,64191523,11114018,33769731,6500705,9429207,no data
The Boy,2015,28368811,64188367,35819556,9047125,8263135,4297187,no data
The Longest Ride,2015,25498698,62944815,37446117,16116908,2485781,5368792,no data
Unfriended,2015,30400000,62882090,32482090,17622842,3484092,7165501,no data
Brooklyn,2015,23753398,62076141,38322743,15165486,1391868,6076653,no data
"Dragon Ball Z: Resurrection ""F""",2015,53759827,61768190,8008363,1449324,17106073,32055103,1607680
Woman in Gold,2015,28311980,61619773,33307793,14203111,2124872,8540886,no data
Krampus,2015,18823232,61548707,42725475,8437494,5241856,2145267,no data
The Perfect Guy,2015,3245738,60273173,57027435,1684668,no data,no data,no data
Forever Young,2015,59832141,59981902,149761,no data,no data,82141,59750000
Miss Granny,2015,59161738,59396311,234573,no data,no data,151738,59010000
The Gift,2015,15191388,58978653,43787265,5608931,1860829,2222023,no data
No Escape,2015,27130000,54418872,27288872,7567432,4356319,2710214,no data
Sinister 2,2015,25588195,53329150,27740955,14514910,7187075,3886210,no data
Found a Treasure Called Love,2015,48351132,52715771,4364639,5596500,no data,42754632,no data
The Boy Next Door,2015,17002475,52425855,35423380,9910734,2452373,2191197,no data
The Night Before,2015,9348624,52395996,43047372,5139208,1546771,2148767,no data
"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",2015,51581502,51838845,257343,2228133,no data,49353369,no data
Hot Pursuit,2015,16800000,51380201,34580201,4664687,5722370,3988388,no data
The Himalayas,2015,49847776,50544493,696717,no data,no data,49847776,no data
The Boy and the Beast,2015,49223735,49714378,490643,393208,29466,48801061,no data
Surprise,2015,49567466,49567466,0,42884,no data,151251,49373331
Entourage,2015,16900000,49263404,32363404,5559458,375217,7602520,no data
The Woman in Black 2: Angel of Death,2015,22352982,48854305,26501323,12399458,7179035,2774489,no data
Concussion,2015,14081098,48623572,34542474,7073113,5435692,960303,no data
Mortdecai,2015,39579561,47275695,7696134,12654653,1768162,9747143,3530000
Let's Get Married,2015,45509806,45972724,462918,no data,no data,89806,45420000
Somewhere Only We Know,2015,45255370,45737711,482341,no data,no data,95370,45160000
"McFarland, USA",2015,1227649,45710059,44482410,57788,574023,no data,no data
Hero,2015,45476859,45565534,88675,no data,no data,45476859,no data
Still Alice,2015,26024824,44779195,18754371,17248543,2719032,6057249,no data
Max,2015,1311000,43967255,42656255,136352,no data,no data,no data
The DUFF,2015,9679401,43709744,34030343,6520554,no data,3158847,no data
Legend,2015,41100000,42972994,1872994,34686253,383728,5454394,no data
The Gallows,2015,20200000,42964410,22764410,4799901,8543495,3319219,no data
Love the Coopers,2015,16124181,42426912,26302731,9354814,3459578,1998205,no data
The Lady in the Van,2015,31366512,41387687,10021175,21604127,205379,9104052,no data
Ricki and the Flash,2015,14503184,41325328,26822144,7960949,1768464,2940275,no data
Carol,2015,27560644,40272135,12711491,17145117,1206649,6565273,no data
Northern Limit Line,2015,39696770,40034677,337907,no data,no data,39696770,no data
Criminal,2015,24095297,38803993,14708696,5079415,1371884,1794179,15772274
Boruto: Naruto The Movie,2015,37442797,38362448,919651,69687,144394,21836076,15392640
The Lazarus Effect,2015,12555322,38356892,25801570,2926240,5218422,1466156,no data
A Walk in the Woods,2015,7956993,37461274,29504281,3470450,172173,1600844,no data
Ex Machina,2015,11426456,36869414,25442958,9665093,no data,989258,no data
Burnt,2015,22954797,36606743,13651946,12722675,1877217,6316401,no data
The Priests,2015,36392041,36577134,185093,no data,no data,36392041,no data
Room,2015,20724104,35401758,14677654,12172851,3560746,4363061,no data
Lost and Love,2015,34741360,34930177,188817,no data,no data,561360,34180000
Secret in Their Eyes,2015,14674835,34854990,20180155,4583765,3685319,2772875,no data
Steve Jobs,2015,16675215,34441873,17766658,11038471,1585779,2375245,no data
Victor Frankenstein,2015,28452222,34227298,5775076,3474821,13053495,6028206,no data
The Witness,2015,33545494,33963557,418063,no data,no data,84354,33461140
Project Almanac,2015,10865000,33213241,22348241,3632933,1527510,4518158,no data
Dilwale,2015,27123060,31994323,4871263,8389746,290705,18442609,no data
Suffragette,2015,27269676,31972096,4702420,22416310,807562,4045804,no data
Self/less,2015,19527465,31807156,12279691,9263861,523353,4339271,5400980
Saving Mr. Wu,2015,31129465,31222161,92696,no data,no data,779465,30350000
Attack on Titan Part 1,2015,30361135,30810658,449523,28163,no data,30332972,no data
A Man Called Ove,2015,27212381,30691696,3479315,25839072,162935,1210374,no data
Far from the Madding Crowd,2015,17993477,30229977,12236500,12140935,no data,3456593,no data
Mr. Holmes,2015,11617557,29355203,17737646,8534537,50296,2690554,no data
Love & Mercy,2015,16090745,28641776,12551031,741565,1938,896362,no data
The 33,2015,15744301,27972023,12227722,503131,10655054,1136626,3449490
Irrational Man,2015,23360724,27391084,4030360,18772211,1951044,1448204,no data
Detective K: Secret of the Lost Island,2015,27202503,27387870,185367,no data,no data,27202503,no data
American Ultra,2015,12821389,27262374,14440985,6169965,403746,3237356,3010322
Aloha,2015,5182904,26250020,21067116,1943,1131752,3301630,no data
Huevos: Little Rooster's Egg-cellent Adventure,2015,16811743,25892561,9080818,1438589,10988879,4384275,no data
Wild City,2015,24782986,24817852,34866,no data,no data,1112986,23670000
Capture the Flag,2015,24597641,24604331,6690,17804205,2269544,323624,no data
The Gunman,2015,13512388,24177137,10664749,8351550,1765950,2716034,no data
The Dressmaker,2015,21740302,23762417,2022115,4785666,252487,16702149,no data
Amy,2015,15292905,23706049,8413144,13318719,171166,1803020,no data
Youth,2015,20766244,23469540,2703296,18422994,387103,1956147,no data
Solace,2015,22354572,22354572,0,6222286,4305124,490446,5374145
Twenty,2015,22135737,22271862,136125,no data,no data,22135737,no data
Fifty Shades of Black,2015,10540574,22227514,11686940,4335890,4425297,610293,no data
Black or White,2015,262778,21833967,21571189,262778,no data,no data,no data
Welcome Back,2015,20387329,21775694,1388365,319996,no data,20067333,no data
It Follows,2015,6854517,21528593,14674076,4822159,935673,1096685,no data
Love Live! The School Idol Movie,2015,21176169,21292009,115840,no data,no data,21176169,no data
The Clan,2015,20180768,20381995,201227,1506316,12068933,82295,no data
Singh Is Bliing,2015,19305756,20224851,919095,539272,no data,18766484,no data
Brothers,2015,19080675,19694450,613775,1862509,no data,17218166,no data
Blackhat,2015,11646077,19652057,8005980,5799272,no data,3139369,no data
Dope,2015,480311,17986781,17506470,412797,no data,18705,no data
Dil Dhadakne Do,2015,14803977,17870077,3066100,633960,no data,14170017,no data
Regression,2015,17616062,17671101,55039,13823242,no data,691581,no data
Neerja,2015,16032593,17618280,1585687,1217298,no data,14815295,no data
Little Boy,2015,11086328,17572289,6485961,308249,10718205,59874,no data
While We're Young,2015,9699824,17287309,7587485,2432821,595328,1733664,no data
Monkey Kingdom,2015,407341,16839663,16432322,307449,99892,no data,no data
Macbeth,2015,15211360,16322067,1110707,9612133,479986,1009616,no data
Gangnam 1970,2015,16173412,16191434,18022,no data,no data,16173412,no data
Scouts Guide to the Zombie Apocalypse,2015,12434000,16137046,3703046,1678972,5366232,4158307,no data
Le tout nouveau testament,2015,15581742,15709652,127910,14406652,142874,1032216,no data
Chronicles of Evil,2015,15355437,15460494,105057,no data,no data,15355437,no data
Our Little Sister,2015,15343174,15407615,64441,750642,76571,14515961,no data
Attack on Titan Part 2,2015,14880476,15186410,305934,no data,no data,14880476,no data
Spectacle,2015,13094275,15159762,2065487,691868,no data,12402407,no data
Unfinished Business,2015,4211752,14431253,10219501,1466464,80777,2150776,no data
45 Years,2015,10182964,14430249,4247285,8794931,356138,1031895,no data
Do You Believe?,2015,1425098,14410698,12985600,172173,1225939,26986,no data
Woodlawn,2015,7520,14401617,14394097,7520,no data,no data,no data
The Beauty Inside,2015,14193786,14301869,108083,no data,no data,14193786,no data
Shaandaar,2015,13599014,14120808,521794,1424657,no data,12174357,no data
Phantom,2015,13186606,13676590,489984,no data,no data,13186606,no data
Love Forecast,2015,13576426,13608637,32211,no data,no data,13576426,no data
Strange Magic,2015,1173870,13603453,12429583,102830,no data,141788,no data
Hot Tub Time Machine 2,2015,767000,13081651,12314651,134409,no data,374043,no data
The Vatican Tapes,2015,11231001,13015764,1784763,2906214,6755604,1569183,no data
Pyaar Ka Punchnama 2,2015,12760865,12983721,222856,22861,no data,12738004,no data
The Wave,2015,12797739,12975143,177404,11392610,868119,537010,no data
Child 44,2015,11726763,12951093,1224330,6918501,680759,594664,no data
The Green Inferno,2015,5474158,12666449,7192291,960302,no data,4513856,no data
The Assassin,2015,11359127,11991669,632542,402110,48634,1508383,9400000
C'est Si Bon,2015,11585868,11750035,164167,no data,no data,11585868,no data
Trumbo,2015,3572284,11430025,7857741,2428831,240771,902682,no data
Bajirao Mastani,2015,4793870,11350917,6557047,3893901,no data,899969,no data
Tomorrow,2015,11215395,11277905,62510,11183358,32037,no data,no data
We Are Your Friends,2015,7530673,11122090,3591417,5911965,130723,714627,no data
Only You,2015,10796324,10857889,61565,no data,no data,86324,10710000
Danny Collins,2015,5198686,10835752,5637066,1407409,1151337,623489,no data
The Phone,2015,10510802,10551318,40516,no data,no data,10510802,no data
A Little Chaos,2015,9526450,10084623,558173,4791867,357118,1094881,no data
Me and Earl and the Dying Girl,2015,2316333,9074749,6758416,1485777,53759,562448,no data
Truman,2015,8816760,9027600,210840,5192343,3414323,210094,no data
Marguerite,2015,8247679,8754356,506677,7889416,193161,165102,no data
Our Brand Is Crisis,2015,1525397,8527658,7002261,320867,114527,1090003,no data
The Office,2015,8226846,8290521,63675,no data,no data,826846,7400000
My King,2015,7949217,8003331,54114,7123463,359460,438707,no data
The Ark of Mr Chow,2015,7840000,7894075,54075,no data,no data,no data,7840000
Salut d'Amour,2015,7835703,7858183,22480,no data,no data,7835703,no data
My Mother,2015,7420654,7723656,303002,6861270,297973,261411,no data
Lolo,2015,7639664,7663798,24134,7536323,94290,9051,no data
Klovn Forever,2015,7579869,7585569,5700,7579869,no data,no data,no data
Miss You Already,2015,6411344,7573997,1162653,3326405,1494679,1590260,no data
The Advocate: A Missing Body,2015,7500015,7550177,50162,no data,no data,7500015,no data
A Bigger Splash,2015,5521659,7545758,2024099,4383557,no data,1004791,no data
Big Game,2015,7430646,7455398,24752,5659557,no data,1771089,no data
I'll See You in My Dreams,2015,2831,7452512,7449681,2831,no data,no data,no data
Grandma,2015,224549,7205073,6980524,193733,30816,no data,no data
Talvar,2015,6536728,6879098,342370,no data,no data,6536728,no data
Baahubali: The Beginning,2015,49855,6787855,6738000,49855,no data,no data,no data
Wild Card,2015,6738764,6738764,0,6396057,no data,342707,no data
Son of Saul,2015,4882078,6659121,1777043,3881265,441229,559584,no data
The Measure of a Man,2015,6406540,6518931,112391,6231954,129154,45432,no data
The Lobster,2015,6127495,6504366,376871,5091977,no data,1035518,no data
A Journey Through Time with Antony,2015,6262267,6389648,127381,no data,no data,66283,6195984
Sheng zhe wei wang,2015,6150421,6313827,163406,no data,no data,83508,6066913
Absolutely Anything,2015,6283623,6303792,20169,3942798,no data,1103078,1237747
She's Funny That Way,2015,5922855,6034851,111996,3314674,1610932,997249,no data
Learning to Drive,2015,2519883,5967516,3447633,2085581,no data,434302,no data
Testament of Youth,2015,4052633,5874883,1822250,3276777,no data,775856,no data
Anomalisa,2015,1900000,5659286,3759286,870008,169646,172845,no data
Fathers & Daughters,2015,5587709,5587709,0,4007960,669055,910694,no data
Knock Knock,2015,5530767,5567103,36336,2953736,1635315,941716,no data
Last Cab to Darwin,2015,5508843,5543036,34193,no data,18190,5490653,no data
Tale of Tales,2015,5378179,5497104,118925,4712261,25972,639946,no data
The Student and Mister Henri,2015,5411171,5411932,761,5391895,no data,19276,no data
Truth,2015,2841243,5383097,2541854,1747197,427243,666803,no data
Mustang,2015,4429200,5274664,845464,3826823,271088,331289,no data
True Story,2015,541900,5261595,4719695,541900,no data,no data,no data
Mountains May Depart,2015,5127247,5210160,82913,673221,124077,76173,4253776
MI-5,2015,5161464,5161464,0,4819155,no data,342309,no data
Mr. X,2015,5016392,5061387,44995,226984,no data,no data,no data
Worlds Apart,2015,4951262,5011560,60298,4747864,no data,203398,no data
Back To The Future Day,2015,3200000,4850000,1650000,2425000,no data,54000,no data
90 Minutes in Heaven,2015,0,4842699,4842699,no data,no data,no data,no data
A Royal Night Out,2015,4551034,4779170,228136,2298169,no data,2252865,no data
Men & Chicken,2015,4735265,4765472,30207,4726800,no data,8465,no data
Sweet Bean,2015,4595210,4720010,124800,1606080,34844,2954286,no data
Heneral Luna,2015,4419599,4625639,206040,no data,no data,4419599,no data
Blinky Bill the Movie,2015,4344536,4344536,0,1634610,34400,2675526,no data
Standing Tall,2015,4296976,4323120,26144,4257835,30996,8145,no data
Tanu Weds Manu Returns,2015,1136602,4180081,3043479,638315,no data,498287,no data
Katti Batti,2015,3714203,4079135,364932,155502,no data,3558701,no data
A Perfect Day,2015,3995396,4009440,14044,3920592,8990,65814,no data
Taxi,2015,3584585,3906227,321642,3407170,47255,130160,no data
Sweet 20,2015,3738654,3810429,71775,no data,no data,3738654,no data
La belle saison,2015,3683709,3719031,35322,3633135,50574,no data,no data
Spare Parts,2015,82369,3701281,3618912,3141,79228,no data,no data
5 Flights Up,2015,2658926,3679847,1020921,1571654,589309,497963,no data
A la mala,2015,16785,3646627,3629842,no data,16785,no data,no data
Ladrones,2015,440909,3504414,3063505,no data,440909,no data,no data
He Named Me Malala,2015,764670,3433606,2668936,425264,194282,145124,no data
Rock the Kasbah,2015,373510,3394174,3020664,296076,21059,56375,no data
Mistress America,2015,840306,3340737,2500431,661728,64409,114169,no data
The Program,2015,3322539,3335613,13074,2222719,62110,818724,no data
By the Sea,2015,2796467,3334927,538460,1290359,606126,535618,no data
Heist,2015,3244181,3294317,50136,605641,1438994,1199546,no data
In Harmony,2015,3239301,3242445,3144,3234048,no data,5253,no data
Sleeping with Other People,2015,2405516,3224947,819431,1852020,no data,148978,no data
Embrace of the Serpent,2015,1887927,3217176,1329249,277342,1310269,300316,no data
I,2015,1750881,3200113,1449232,1525562,no data,225319,no data
Victoria,2015,3191971,3191971,0,3159635,32336,no data,no data
Empire of Lust,2015,3180514,3191168,10654,no data,no data,3180514,no data
Land of Mine,2015,2734287,3169553,435266,2309828,no data,424459,no data
The People Vs. Fritz Bauer,2015,2795490,3083973,288483,2795449,41,no data,no data
The End of the Tour,2015,70107,3072991,3002884,57592,no data,12515,no data
Jane Got a Gun,2015,1553738,3067531,1513793,1408877,no data,144861,no data
Remember,2015,2507927,3054936,547009,751867,no data,20302,no data
The Second Mother,2015,2626574,3003560,376986,1311628,1305113,9833,no data
The Last: Naruto the Movie,2015,2424734,2949185,524451,no data,839320,1585414,no data
Captive,2015,218207,2801508,2583301,95996,no data,no data,no data
Chi-Raq,2015,66667,2719699,2653032,66667,no data,no data,no data
Piku,2015,650536,2452343,1801807,369261,no data,281275,no data
The Oscar Nominated Short Films 2015: Live Action,2015,0,2412593,2412593,no data,no data,no data,no data
Cake,2015,408505,2360281,1951776,270795,137710,no data,no data
Memories of the Sword,2015,2233991,2345062,111071,no data,no data,2233991,no data
Meru,2015,0,2334228,2334228,no data,no data,no data,no data
Jem and the Holograms,2015,149044,2333684,2184640,117513,no data,20342,no data
WARx2,2015,0,2310625,2310625,no data,no data,no data,no data
My All-American,2015,0,2246000,2246000,no data,no data,no data,no data
Goodnight Mommy,2015,1015278,2193474,1178196,92261,923017,no data,no data
The Benefactor,2015,2159380,2159380,0,2129374,no data,30006,no data
A Fool,2015,2059608,2067820,8212,no data,no data,no data,2059608
Diary of a Chambermaid,2015,1917012,1971247,54235,1838247,78765,no data,no data
Old Fashioned,2015,0,1914090,1914090,no data,no data,no data,no data
Game of Thrones Season 4 Finale,2015,0,1896092,1896092,no data,no data,no data,no data
The Hallow,2015,1848501,1862407,13906,274592,1214153,359756,no data
99 Homes,2015,416305,1828232,1411927,131361,no data,284944,no data
Rams,2015,1677333,1826583,149250,986934,46611,643788,no data
Infinitely Polar Bear,2015,394023,1824678,1430655,200101,37719,156203,no data
The Diary of a Teenage Girl,2015,298131,1775133,1477002,294281,3850,no data,no data
Dior and I,2015,740879,1769832,1028953,88629,51864,600386,no data
Meet the Patels,2015,0,1700681,1700681,no data,no data,no data,no data
Janis: Little Girl Blue,2015,1272701,1683166,410465,1181948,90753,no data,no data
The Bride,2015,1682689,1682689,0,1074661,no data,608028,no data
The Letters,2015,0,1647416,1647416,no data,no data,no data,no data
Iris,2015,310030,1620708,1310678,no data,2929,307101,no data
Queen of the Desert,2015,1592853,1592853,0,1344522,no data,248331,no data
My Golden Days,2015,1240629,1509773,269144,1240629,no data,no data,no data
Good Kill,2015,1157999,1474471,316472,581167,350792,226040,no data
Freeheld,2015,901136,1474471,573335,709061,100727,91348,no data
The Wolfpack,2015,112444,1414140,1301696,112444,no data,no data,no data
Maggie,2015,1206940,1394052,187112,794763,no data,412177,no data
Ma ma,2015,1328451,1375709,47258,1229074,21015,78362,no data
The Cokeville Miracle,2015,0,1348456,1348456,no data,no data,no data,no data
Barney Thomson,2015,1336254,1336254,0,1311065,no data,25189,no data
Ghost in the Shell: The New Movie,2015,1231108,1332311,101203,no data,no data,1231108,no data
Come What May,2015,1272052,1309818,37766,1272052,no data,no data,no data
Les Cowboys,2015,1228768,1302493,73725,1219863,no data,8905,no data
Sunset Song,2015,1142768,1302482,159714,990094,no data,152674,no data
Slow West,2015,1066480,1295574,229094,957642,no data,108838,no data
Valley of Love,2015,1235629,1264277,28648,1213730,21899,no data,no data
Beyond the Mask,2015,0,1236094,1236094,no data,no data,no data,no data
Life,2015,1231606,1231606,0,1035831,12502,183273,no data
That Sugar Film,2015,1222899,1226399,3500,135972,no data,1086927,no data
Any Body Can Dance 2,2015,284825,1176958,892133,182501,no data,102324,no data
Louder Than Bombs,2015,996917,1160724,163807,796817,72171,127929,no data
Where Hope Grows,2015,3072,1159072,1156000,3072,no data,no data,no data
Cartel Land,2015,441571,1145923,704352,162078,279493,no data,no data
A War,2015,991761,1114663,122902,971284,20477,no data,no data
The Overnight,2015,0,1110522,1110522,no data,no data,no data,no data
Beyond the Reach,2015,1054537,1100432,45895,238638,648495,167404,no data
A Brilliant Young Mind,2015,871827,1043620,171793,488609,no data,383218,no data
Knight of Cups,2015,460282,1026288,566006,441364,no data,18918,no data
Tangerines,2015,879631,1024132,144501,562074,193206,124351,no data
Big Stone Gap,2015,3503,1012804,1009301,3503,no data,no data,no data
L'attesa,2015,954962,1010766,55804,587711,no data,367251,no data
Far from Men,2015,1005149,1010485,5336,581800,no data,423349,no data
Francofonia,2015,701114,1008154,307040,385082,231113,84919,no data
Faith of Our Fathers,2015,0,1004105,1004105,no data,no data,no data,no data
Gabbar is Back,2015,463981,998582,534601,307651,no data,156330,no data
The Farewell Party,2015,778671,951531,172860,732219,46452,no data,no data
Barely Lethal,2015,927772,933847,6075,384427,174992,368353,no data
A Borrowed Identity,2015,649418,930958,281540,649418,no data,no data,no data
Patterns of Evidence: Exodus,2015,0,925576,925576,no data,no data,no data,no data
Seymour: An Introduction,2015,164201,907742,743541,25489,no data,138712,no data
Best of Enemies: Buckley vs. Vidal,2015,0,892802,892802,no data,no data,no data,no data
Love,2015,611974,861057,249083,463425,148549,no data,no data
The Polar Express,2015,0,846602,846602,no data,no data,no data,no data
Detective Byomkesh Bakshy!,2015,248382,827437,579055,248382,no data,no data,no data
Tangerine,2015,112514,814868,702354,47730,31823,32961,no data
Bangistan,2015,761725,810419,48694,no data,no data,761725,no data
The Wrecking Crew!,2015,0,801606,801606,no data,no data,no data,no data
Red Army,2015,104080,798680,694600,104080,no data,no data,no data
Momentum,2015,789406,789406,0,349208,no data,440198,no data
The D Train,2015,101629,774780,673151,85028,no data,no data,no data
Theeb,2015,485425,768449,283024,399825,47916,37684,no data
Kahlil Gibran's The Prophet,2015,409155,764498,355343,357685,no data,51470,no data
Bombay Velvet,2015,307786,758478,450692,244243,no data,63543,no data
"Kumiko, The Treasure Hunter",2015,116240,739623,623383,no data,no data,116240,no data
Once I Was a Beehive,2015,0,732655,732655,no data,no data,no data,no data
Peggy Guggenheim: Art Addict,2015,229163,727591,498428,136416,no data,92747,no data
A Tale of Love and Darkness,2015,152673,724885,572212,74294,58317,20062,no data
Extraction,2015,693861,710636,16775,497200,no data,196661,no data
Cobain: Montage of Heck,2015,687649,687649,0,436343,no data,251306,no data
"Right Now, Wrong Then",2015,656258,680728,24470,106463,no data,549795,no data
5 to 7,2015,511894,674579,162685,102828,259757,149309,no data
The Stanford Prison Experiment,2015,2553,663114,660561,2553,no data,no data,no data
Madame Bovary,2015,614297,658532,44235,166132,no data,448165,no data
Welcome to Me,2015,27967,636819,608852,27967,no data,no data,no data
Lost River,2015,570069,615500,45431,551312,no data,18757,no data
Skin Trade,2015,594026,595268,1242,79286,no data,514740,no data
Ixcanul,2015,299679,594836,295157,299679,no data,no data,no data
The Black Panthers: Vanguard of the Revolution,2015,67216,584109,516893,28523,no data,no data,no data
The Falling,2015,569498,569498,0,554876,no data,14622,no data
Every Thing Will Be Fine,2015,545720,554953,9233,472351,no data,73369,no data
The Club,2015,488754,541515,52761,454699,23497,10558,no data
On the Way to School,2015,533234,540658,7424,533234,no data,no data,no data
Hungry Hearts,2015,527628,534549,6921,507523,no data,20105,no data
Kill Your Friends,2015,533147,533147,0,411973,no data,121174,no data
Listen to Me Marlon,2015,90506,516337,425831,70558,no data,19948,no data
Our Last Tango,2015,405799,505885,100086,364452,no data,41347,no data
Deli Man,2015,0,502294,502294,no data,no data,no data,no data
